"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
8.717700230E-1,6.394818425E-1,9.094520569E0,2.721237659E0
8.738686960E-1,6.490531564E-1,9.151947975E0,2.725425005E0
8.759700460E-1,6.442674994E-1,9.218947411E0,2.729612350E0
8.780698590E-1,6.400800347E-1,9.276374817E0,2.743371248E0
8.801698140E-1,6.209374666E-1,9.309874535E0,2.772084951E0
8.822700340E-1,6.065805554E-1,9.329017639E0,2.815155745E0
8.843710060E-1,5.976074338E-1,9.357730865E0,2.867199659E0
8.864722340E-1,5.688936114E-1,9.391230583E0,2.915056229E0
8.885707240E-1,5.407779217E-1,9.376873970E0,2.986840963E0
8.906728450E-1,5.120640397E-1,9.352945328E0,3.010769129E0
8.927729530E-1,4.833501875E-1,9.319445610E0,3.044866800E0
8.948745060E-1,4.546363056E-1,9.262616158E0,3.078964472E0
8.969719790E-1,4.450650215E-1,9.219545364E0,3.098705292E0
8.990662580E-1,4.307080805E-1,9.181260109E0,3.127419233E0
9.011757040E-1,4.259224236E-1,9.181260109E0,3.146561861E0
9.032769420E-1,4.354937077E-1,9.190832138E0,3.146561861E0
9.053786060E-1,4.211367965E-1,9.200403214E0,3.156133175E0
9.074770450E-1,4.360919297E-1,9.238688469E0,3.189034462E0
9.095778140E-1,4.456632137E-1,9.253045082E0,3.241676569E0
9.116786950E-1,4.797609448E-1,9.276374817E0,3.298506021E0
9.137791590E-1,5.276173949E-1,9.262018204E0,3.346362352E0
9.158792470E-1,5.563312769E-1,9.218947411E0,3.342175007E0
9.179799040E-1,5.850451589E-1,9.218947411E0,3.327219963E0
9.200812420E-1,6.089733839E-1,9.223732948E0,3.312862873E0
9.221809130E-1,6.131607890E-1,9.199805260E0,3.289532900E0
9.242809500E-1,6.131607890E-1,9.185447693E0,3.279961586E0
9.263800720E-1,6.275177598E-1,9.185447693E0,3.275176048E0
9.284812370E-1,6.137589812E-1,9.195018768E0,3.303889751E0
9.305806930E-1,5.994020700E-1,9.218947411E0,3.308077335E0
9.326736700E-1,5.754738450E-1,9.242876053E0,3.332005501E0
9.347842770E-1,5.659025311E-1,9.252447128E0,3.303291559E0
9.368856060E-1,5.365904570E-1,9.257232666E0,3.265006542E0
9.389879310E-1,5.222335458E-1,9.257232666E0,3.260220766E0
9.410869600E-1,5.030909777E-1,9.242876053E0,3.260818958E0
9.431876070E-1,4.887340367E-1,9.233304024E0,3.270390272E0
9.452871760E-1,4.791627228E-1,9.209974289E0,3.289532900E0
9.473873250E-1,4.606183469E-1,9.205188751E0,3.323032379E0
9.494880220E-1,4.510470629E-1,9.195617676E0,3.347558975E0
9.515873370E-1,4.462614357E-1,9.200403214E0,3.356531858E0
9.536848710E-1,4.319044948E-1,9.195617676E0,3.323630571E0
9.557899220E-1,4.504488707E-1,9.214759827E0,3.279961586E0
9.578901730E-1,4.504488707E-1,9.229117393E0,3.270390272E0
9.599917970E-1,4.600201547E-1,9.266803741E0,3.269792080E0
9.620912030E-1,4.701896608E-1,9.305088997E0,3.260220766E0
9.641893160E-1,4.845465720E-1,9.352945328E0,3.283550978E0
9.662812760E-1,4.941178858E-1,9.396016121E0,3.321237803E0
9.683893490E-1,5.042873621E-1,9.410373688E0,3.369094372E0
9.704949300E-1,5.186443329E-1,9.434301376E0,3.411566973E0
9.725973070E-1,5.192425251E-1,9.434301376E0,3.449851990E0
9.746969260E-1,5.335994363E-1,9.448060036E0,3.464209080E0
9.767876850E-1,5.383850932E-1,9.476774216E0,3.478565931E0
9.788962360E-1,5.335994363E-1,9.462417603E0,3.488137245E0
9.809954080E-1,5.383850932E-1,9.495916367E0,3.506681681E0
9.830986800E-1,5.335994363E-1,9.510273933E0,3.506681681E0
9.851979130E-1,5.288137794E-1,9.519845009E0,3.511467218E0
9.872989270E-1,5.144568682E-1,9.519845009E0,3.521038532E0
9.893990030E-1,5.048855543E-1,9.529416084E0,3.492324591E0
9.914988570E-1,5.048855543E-1,9.519845009E0,3.473181963E0
9.935990060E-1,4.809573591E-1,9.510871887E0,3.425325632E0
9.956983100E-1,4.660021961E-1,9.501300812E0,3.397209883E0
9.977995770E-1,4.564309120E-1,9.482157707E0,3.363710403E0
9.998994410E-1,4.277170599E-1,9.491728783E0,3.358924866E0
1.001989915E0,4.325026870E-1,9.486943245E0,3.382853031E0
1.004093818E0,5.808576941E-1,9.610772133E0,3.324228764E0
1.006203336E0,6.095715761E-1,9.782457352E0,3.169293642E0
1.008304298E0,4.558327198E-1,9.778269768E0,3.122035265E0
1.010397437E0,3.409772217E-1,9.678369522E0,3.166302681E0
1.012502377E0,2.315055877E-1,9.540184021E0,3.320639610E0
1.014595222E0,2.027917206E-1,9.425328255E0,3.465405464E0
1.016708320E0,2.416750938E-1,9.282357216E0,3.643072367E0
1.018809486E0,3.475574851E-1,9.200403214E0,3.748954773E0
1.020923347E0,4.474578202E-1,9.162117958E0,3.715455294E0
1.023007372E0,5.330012441E-1,9.199805260E0,3.557528973E0
1.025108070E0,5.419743061E-1,9.285946846E0,3.341576815E0
1.027204720E0,5.270192027E-1,9.367302895E0,3.116053343E0
1.029308764E0,5.024927258E-1,9.410373688E0,2.981456995E0
1.031409635E0,4.731806815E-1,9.443872452E0,2.890529871E0
1.033510668E0,4.492524564E-1,9.429515839E0,2.895315409E0
1.035610827E0,4.642075896E-1,9.396016121E0,2.953341246E0
1.037712156E0,4.450650215E-1,9.334401131E0,3.040081263E0
1.039811744E0,4.408775866E-1,9.272188187E0,3.150749207E0
1.041909574E0,4.169493318E-1,9.214759827E0,3.227319479E0
1.044002245E0,4.217349887E-1,9.176474571E0,3.251846075E0
1.046113320E0,3.924229145E-1,9.142974854E0,3.218944550E0
1.048211515E0,4.019941986E-1,9.133403778E0,3.137588739E0
1.050307686E0,4.301098585E-1,9.142974854E0,3.056232691E0
1.052412605E0,4.253242314E-1,9.133403778E0,2.970091105E0
1.054506071E0,4.342973232E-1,9.152546883E0,2.912663460E0
1.056616881E0,4.247260094E-1,9.147761345E0,2.869592667E0
1.058715778E0,4.247260094E-1,9.142974854E0,2.836092949E0
1.060819578E0,4.247260094E-1,9.166903496E0,2.831307411E0
1.062915891E0,4.336991012E-1,9.186046600E0,2.797209740E0
1.065008950E0,4.528416991E-1,9.176474571E0,2.788236618E0
1.067114989E0,4.528416991E-1,9.209974289E0,2.787638426E0
1.069219593E0,4.480560422E-1,9.219545364E0,2.758924484E0
1.071323006E0,4.528416991E-1,9.248259544E0,2.687139750E0
1.073420571E0,4.480560422E-1,9.286544800E0,2.667398930E0
1.075518299E0,4.624129832E-1,9.333803177E0,2.642872572E0
1.077622904E0,4.767699242E-1,9.352945328E0,2.642872572E0
1.079722177E0,4.815555513E-1,9.352945328E0,2.685943365E0
1.081823943E0,4.815555513E-1,9.348159790E0,2.690729141E0
1.083922972E0,4.815555513E-1,9.338588715E0,2.695514679E0
1.086021961E0,5.102694035E-1,9.329017639E0,2.671586514E0
1.088114969E0,4.815555513E-1,9.309874535E0,2.648256540E0
1.090224781E0,4.863412082E-1,9.276973724E0,2.657827854E0
1.092322701E0,4.624129832E-1,9.257830620E0,2.691925526E0
1.094418131E0,4.815555513E-1,9.224330902E0,2.711068153E0
1.096525482E0,4.815555513E-1,9.195617676E0,2.715853691E0
1.098623229E0,4.719842672E-1,9.176474571E0,2.721237659E0
1.100730335E0,4.289134443E-1,9.166903496E0,2.702095032E0
1.102828541E0,4.187439680E-1,9.138189316E0,2.669193745E0
1.104931305E0,3.852444589E-1,9.124430656E0,2.626122952E0
1.107026997E0,3.750749528E-1,9.086145401E0,2.598007202E0
1.109121063E0,3.655036688E-1,9.052646637E0,2.574079037E0
1.111230152E0,3.415754437E-1,9.009575844E0,2.555534601E0
1.113330962E0,3.505485058E-1,8.937790871E0,2.498705149E0
1.115433623E0,3.451646566E-1,8.880961418E0,2.437089920E0
1.117531921E0,3.541377485E-1,8.828319550E0,2.337189436E0
1.119630188E0,3.726821244E-1,8.751749039E0,2.271386862E0
1.121723917E0,4.157529473E-1,8.703892708E0,2.170888424E0
1.123833659E0,4.534398913E-1,8.646464348E0,2.075773716E0
1.125932577E0,4.959124923E-1,8.569893837E0,2.009372711E0
1.128035807E0,5.431707501E-1,8.469395638E0,1.953141451E0
1.130134541E0,5.856433511E-1,8.344968796E0,1.915454507E0
1.132232747E0,5.994020700E-1,8.234899521E0,1.854437590E0
1.134336894E0,6.275177598E-1,8.134998322E0,1.779063582E0
1.136437104E0,6.412764788E-1,8.058428764E0,1.679163337E0
1.138539541E0,6.508477330E-1,8.015357971E0,1.612762451E0
1.140638092E0,6.837490797E-1,8.001000404E0,1.555334687E0
1.142737701E0,6.933203340E-1,7.996214867E0,1.531406522E0
1.144840434E0,7.124629617E-1,8.024929047E0,1.516451359E0
1.146939738E0,7.411768436E-1,8.043473244E0,1.545165181E0
1.149041007E0,7.890332937E-1,8.038687706E0,1.573879123E0
1.151141419E0,8.464609981E-1,8.000402451E0,1.569093466E0
1.153245769E0,9.038887620E-1,7.962117195E0,1.573879123E0
1.155343140E0,9.278169870E-1,7.914260864E0,1.536192179E0
1.157442567E0,9.798609018E-1,7.875975609E0,1.508076429E0
1.159542572E0,1.046859860E0,7.856235027E0,1.474576950E0
1.161643280E0,1.113858938E0,7.837092400E0,1.493719578E0
1.163741527E0,1.195813060E0,7.826922894E0,1.531406522E0
1.165834474E0,1.310668588E0,7.793423176E0,1.579262972E0
1.167945629E0,1.401595831E0,7.773682594E0,1.593619823E0
1.170046061E0,1.511665702E0,7.768897057E0,1.617548108E0
1.172149801E0,1.616949916E0,7.758727551E0,1.636092424E0
1.174244172E0,1.737189293E0,7.791628838E0,1.659422517E0
1.176337037E0,1.843071699E0,7.844270706E0,1.721037745E0
1.178448284E0,1.948953986E0,7.910671711E0,1.815554142E0
1.180548493E0,2.064407825E0,7.957930088E0,1.929811478E0
1.182651744E0,2.175075769E0,7.981259823E0,2.015354872E0
1.184749381E0,2.294716835E0,7.976474285E0,2.057827473E0
1.186849336E0,2.414358139E0,7.961519241E0,2.091326952E0
1.188951092E0,2.538784742E0,7.917850018E0,2.081755638E0
1.191051372E0,2.663211584E0,7.869993687E0,2.076970100E0
1.193152549E0,2.792423964E0,7.811967850E0,2.038684845E0
1.195252707E0,2.949752092E0,7.759325504E0,1.972284079E0
1.197353131E0,3.078366280E0,7.710870743E0,1.847857237E0
1.199453665E0,3.226123095E0,7.686344624E0,1.733001828E0
1.201551353E0,3.349951744E0,7.695915699E0,1.603191137E0
1.203644635E0,3.436093330E0,7.728816986E0,1.526620865E0
1.205756105E0,3.531806231E0,7.785646915E0,1.453639746E0
1.207853223E0,3.617947817E0,7.871788502E0,1.414756417E0
1.209949199E0,3.684946775E0,7.923832417E0,1.371087432E0
1.212057639E0,3.766302824E0,7.981259823E0,1.365703583E0
1.214157809E0,3.823730469E0,8.018946648E0,1.341177106E0
1.216260206E0,3.919443607E0,8.075776100E0,1.331007600E0
1.218358208E0,3.986442566E0,8.133204460E0,1.296311617E0
1.220459637E0,4.058227062E0,8.166105270E0,1.281954765E0
1.222561047E0,4.111467361E0,8.213961601E0,1.281356573E0
1.224660026E0,4.178466320E0,8.270791054E0,1.261017561E0
1.226760419E0,4.245465755E0,8.313861847E0,1.269990563E0
1.228863721E0,4.331607342E0,8.370692253E0,1.274178028E0
1.230973727E0,4.437489510E0,8.432307243E0,1.316650629E0
1.233062624E0,4.533800602E0,8.504091263E0,1.377667665E0
1.235162753E0,4.639084816E0,8.575278282E0,1.405185103E0
1.237258080E0,4.754538536E0,8.636893272E0,1.447657704E0
1.239354973E0,4.831109047E0,8.712865829E0,1.412961721E0
1.241462598E0,4.898108006E0,8.803792953E0,1.378864050E0
1.243555179E0,4.989035130E0,8.918049812E0,1.272383451E0
1.245666151E0,5.084149837E0,8.994022369E0,1.122832060E0
1.247764876E0,5.189434052E0,9.060422897E0,9.978070259E-1
1.249869652E0,5.298905849E0,9.150752068E0,8.626125455E-1
1.251967451E0,5.389832973E0,9.265607834E0,7.657032609E-1
1.254068006E0,5.490331650E0,9.370293617E0,7.310073376E-1
1.256169996E0,5.572285652E0,9.498908043E0,7.345965505E-1
1.258269280E0,5.630311489E0,9.646664619E0,7.710871100E-1
1.260369540E0,5.678766251E0,9.794421196E0,8.129615188E-1
1.262467512E0,5.746363640E0,9.909276962E0,8.590233326E-1
1.264562615E0,5.799603939E0,1.001396275E1,9.014959335E-1
1.266671746E0,5.837889194E0,1.011864853E1,9.194421172E-1
1.268772098E0,5.867201328E0,1.021914768E1,9.613165259E-1
1.270874423E0,5.915655613E0,1.030469036E1,9.888339639E-1
1.272973890E0,5.968297958E0,1.038604641E1,1.002592683E0
1.275071221E0,6.049654007E0,1.041894817E1,9.924231768E-1
1.277163893E0,6.126224041E0,1.042373371E1,9.445667267E-1
1.279275161E0,6.197410583E0,1.040877819E1,8.536394835E-1
1.281374667E0,6.268597126E0,1.038006496E1,7.770691514E-1
1.283478071E0,6.335596085E0,1.036570740E1,6.957131624E-1
1.285573602E0,6.378666878E0,1.037468052E1,6.957131624E-1
1.287666701E0,6.397809505E0,1.041775131E1,7.429714203E-1
1.289778141E0,6.399005890E0,1.049910736E1,8.476574421E-1
1.291877455E0,6.375676155E0,1.062353420E1,9.373882413E-1
1.293980921E0,6.342774391E0,1.078564835E1,1.031306505E0
1.296077295E0,6.315257072E0,1.095793152E1,1.120439172E0
1.298171432E0,6.282355785E0,1.113440228E1,1.234098315E0
1.300280124E0,6.250052929E0,1.131625652E1,1.361516118E0
1.302380365E0,6.208178520E0,1.148375416E1,1.503290772E0
1.304483647E0,6.142375946E0,1.167458153E1,1.673779488E0
1.306582982E0,6.110072613E0,1.182772255E1,1.835294962E0
1.308684311E0,6.077171326E0,1.198086262E1,1.991426587E0
1.310783248E0,6.054439545E0,1.210469151E1,2.081157446E0
1.312883030E0,6.059823513E0,1.221476173E1,2.151745796E0
1.314981501E0,6.050251961E0,1.227218914E1,2.213361025E0
1.317082534E0,6.055635929E0,1.232483101E1,2.270190477E0
1.319180863E0,6.061019897E0,1.236730385E1,2.327618122E0
1.321275710E0,6.085546017E0,1.242473125E1,2.417349100E0
1.323387436E0,6.095715523E0,1.247737408E1,2.517249346E0
1.325486750E0,6.114858150E0,1.256770229E1,2.559721947E0
1.327589514E0,6.081956863E0,1.268734360E1,2.582453728E0
1.329684412E0,6.058028698E0,1.282134151E1,2.576471806E0
1.331777165E0,6.001199245E0,1.294098282E1,2.556730986E0
1.333889440E0,5.953342915E0,1.306540966E1,2.536391973E0
1.335989293E0,5.876772404E0,1.313719463E1,2.559721947E0
1.338092758E0,5.815157413E0,1.318505096E1,2.616551638E0
1.340191411E0,5.720042706E0,1.320000648E1,2.726621389E0
1.342291366E0,5.648856163E0,1.320479202E1,2.846860647E0
1.344392044E0,5.553741455E0,1.321974659E1,3.004188776E0
1.346492691E0,5.434698582E0,1.324367523E1,3.138186932E0
1.348592362E0,5.296513081E0,1.327777290E1,3.291327477E0
1.350694667E0,5.144568920E0,1.330708504E1,3.444468260E0
1.352799861E0,5.000999451E0,1.331665611E1,3.554538012E0
1.354894863E0,4.858027935E0,1.329332638E1,3.689134359E0
1.356995632E0,4.676771641E0,1.326999664E1,3.828516245E0
1.359093807E0,4.509872437E0,1.323709488E1,3.943969965E0
1.361196141E0,4.333401680E0,1.322333622E1,4.097708702E0
1.363293585E0,4.137190342E0,1.320957756E1,4.241876125E0
1.365386653E0,3.970889091E0,1.321017551E1,4.404588223E0
1.367497453E0,3.784847260E0,1.320598793E1,4.601397991E0
1.369598161E0,3.598805189E0,1.322094345E1,4.807180882E0
1.371701951E0,3.451646566E0,1.325504112E1,5.060820103E0
1.373796586E0,3.290131092E0,1.331725407E1,5.242076397E0
1.375885494E0,3.166302681E0,1.336092377E1,5.390431404E0
1.377999121E0,3.032902718E0,1.341835117E1,5.480760098E0
1.380100653E0,2.927618504E0,1.346201992E1,5.514259815E0
1.382204718E0,2.846262455E0,1.350030518E1,5.504688263E0
1.384299587E0,2.755335331E0,1.351047516E1,5.485546112E0
1.386392717E0,2.673979282E0,1.352961731E1,5.456831932E0
1.388503913E0,2.602194548E0,1.355833149E1,5.408975601E0
1.390604478E0,2.510669231E0,1.356850052E1,5.347360611E0
1.392706713E0,2.414956331E0,1.358285809E1,5.289932728E0
1.394805030E0,2.309073925E0,1.356431293E1,5.271388054E0
1.396904354E0,2.213361025E0,1.354576874E1,5.280959606E0
1.399003618E0,2.084746838E0,1.351226902E1,5.338985443E0
1.401106126E0,1.941177368E0,1.349372482E1,5.440082073E0
1.403206814E0,1.750349760E0,1.349432373E1,5.555535793E0
1.405308173E0,1.569093466E0,1.350927830E1,5.670391560E0
1.407406857E0,1.397408366E0,1.351944828E1,5.795416355E0
1.409500494E0,1.229910851E0,1.351526070E1,5.895915031E0
1.411609361E0,1.052842021E0,1.350628757E1,5.949155331E0
1.413710863E0,9.284151793E-1,1.343988705E1,5.931209087E0
1.415812426E0,7.842476368E-1,1.335434341E1,5.884549141E0
1.417911699E0,6.592226624E-1,1.325444317E1,5.809175014E0
1.420015021E0,5.485545993E-1,1.317368507E1,5.700301647E0
1.422112434E0,4.570291340E-1,1.308335590E1,5.648856163E0
1.424213284E0,3.750749528E-1,1.300259781E1,5.611767292E0
1.426311826E0,2.650051117E-1,1.294995594E1,5.598008633E0
1.428411060E0,1.974078715E-1,1.290269756E1,5.589035511E0
1.430504789E0,8.733802289E-2,1.289851093E1,5.589633465E0
1.432614784E0,1.615155302E-2,1.292722416E1,5.617749214E0
1.434713692E0,-8.434699476E-2,1.294158173E1,5.651846886E0
1.436817858E0,-1.848455518E-1,1.297567940E1,5.694319725E0
1.438916257E0,-2.847459018E-1,1.301396370E1,5.742176056E0
1.441015602E0,-3.750749528E-1,1.305284786E1,5.852245808E0
1.443106921E0,-4.755735099E-1,1.308634663E1,5.952744484E0
1.445216449E0,-5.515456200E-1,1.308156109E1,6.029314995E0
1.447316516E0,-6.520441771E-1,1.305823135E1,6.077769279E0
1.449420153E0,-7.334001660E-1,1.301097298E1,6.116652966E0
1.451522886E0,-8.099704385E-1,1.291526031E1,6.102894306E0
1.453633197E0,-8.919246197E-1,1.283928776E1,6.084948063E0
1.455721230E0,-9.499505758E-1,1.274895859E1,6.028716564E0
1.457822091E0,-1.022333503E0,1.265803146E1,5.948556900E0
1.459918383E0,-1.104287624E0,1.255813122E1,5.834897995E0
1.462022469E0,-1.167099237E0,1.247258759E1,5.726024628E0
1.464123106E0,-1.230509043E0,1.237747288E1,5.612365723E0
1.466224068E0,-1.288534999E0,1.231525993E1,5.507679462E0
1.468324461E0,-1.336989641E0,1.232483101E1,5.407180786E0
1.470424303E0,-1.384846091E0,1.238285732E1,5.335396290E0
1.472523425E0,-1.481157184E0,1.242114258E1,5.230112076E0
1.474618224E0,-1.563111424E0,1.242652607E1,5.110470772E0
1.476721017E0,-1.601994753E0,1.236909866E1,5.005784988E0
1.478827371E0,-1.631306887E0,1.228295708E1,4.901697159E0
1.480930032E0,-1.641476393E0,1.218305683E1,4.831109047E0
1.483028909E0,-1.660618901E0,1.211127186E1,4.807778835E0
1.485125558E0,-1.660618901E0,1.206341553E1,4.832305431E0
1.487218230E0,-1.684547186E0,1.202513027E1,4.856233597E0
1.489329609E0,-1.708475351E0,1.199222851E1,4.928616524E0
1.491430866E0,-1.737189293E0,1.204487133E1,4.966303349E0
1.493533059E0,-1.770688772E0,1.208794212E1,4.937589645E0
1.495630869E0,-1.837089539E0,1.214058399E1,4.941776752E0
1.497729197E0,-1.851446509E0,1.218844032E1,4.989035130E0
1.499830230E0,-1.865803480E0,1.219322586E1,4.998606682E0
1.501920185E0,-1.869990945E0,1.220758247E1,5.032105923E0
1.504023650E0,-1.860419631E0,1.218844032E1,5.041677475E0
1.506132771E0,-1.851446509E0,1.214536953E1,4.994419098E0
1.508236714E0,-1.837687731E0,1.206401348E1,4.937589645E0
1.510338083E0,-1.804188251E0,1.198744297E1,4.886143684E0
1.512433084E0,-1.786242127E0,1.190608692E1,4.786243439E0
1.514523660E0,-1.777269006E0,1.180140114E1,4.682155609E0
1.516623870E0,-1.782652855E0,1.170090294E1,4.553541660E0
1.518725260E0,-1.831107497E0,1.161535931E1,4.454239368E0
1.520830210E0,-1.870589137E0,1.150528908E1,4.354937077E0
1.522941548E0,-1.928615093E0,1.139581776E1,4.265206337E0
1.525042043E0,-1.977069736E0,1.128634644E1,4.204189301E0
1.527141835E0,-2.049452543E0,1.117627621E1,4.167100430E0
1.529241343E0,-2.140978098E0,1.105244732E1,4.130609989E0
1.531345580E0,-2.251047850E0,1.087178993E1,4.113262177E0
1.533441427E0,-2.285145521E0,1.069950676E1,4.091128349E0
1.535541484E0,-2.328814745E0,1.062353420E1,4.082753658E0
1.537640931E0,-2.429911375E0,1.058046341E1,4.001996040E0
1.539740173E0,-2.511865616E0,1.053320503E1,3.926023722E0
1.541834025E0,-2.598007202E0,1.048594666E1,3.873979807E0
1.543944122E0,-2.689532757E0,1.041894817E1,3.836891174E0
1.546044474E0,-2.761915445E0,1.032861900E1,3.799204111E0
1.548148193E0,-2.838485956E0,1.027178955E1,3.762115479E0
1.550245727E0,-2.848655462E0,1.023828983E1,3.709473372E0
1.552345958E0,-2.834298372E0,1.027178955E1,3.618546009E0
1.554446524E0,-3.227917671E0,1.026341438E1,3.461816072E0
1.556547160E0,-3.347558975E0,1.016829967E1,3.515654564E0
1.558649018E0,-3.256631613E0,1.012522888E1,3.563511133E0
1.560747996E0,-3.214159012E0,1.016291618E1,3.415156126E0
1.562844574E0,-3.262015581E0,1.020658493E1,3.290131092E0
1.564931031E0,-3.276372433E0,1.026879883E1,3.261417150E0
1.567040701E0,-3.248256683E0,1.029691410E1,3.232105255E0
1.569140351E0,-3.224328518E0,1.029212856E1,3.169891834E0
1.571255330E0,-3.205784082E0,1.028255749E1,3.088535786E0
1.573352194E0,-3.181855917E0,1.031127071E1,2.992822886E0
1.575451580E0,-3.139383316E0,1.032562828E1,2.897109985E0
1.577553020E0,-3.129812002E0,1.037348461E1,2.800798893E0
1.579653005E0,-3.086741209E0,1.040638542E1,2.776272535E0
1.581754304E0,-3.044268608E0,1.043988514E1,2.709273338E0
1.583851920E0,-2.948555708E0,1.046321487E1,2.675175667E0
1.585946586E0,-2.876770973E0,1.051585770E1,2.564507723E0
1.588055563E0,-2.800798893E0,1.052961636E1,2.440080881E0
1.590156037E0,-2.729612350E0,1.056311512E1,2.300698996E0
1.592256786E0,-2.687139750E0,1.055832958E1,2.219342947E0
1.594346773E0,-2.634497643E0,1.056251717E1,2.181057930E0
1.596455039E0,-2.572284460E0,1.053858948E1,2.181057930E0
1.598548179E0,-2.514856577E0,1.055294609E1,2.142772675E0
1.600661113E0,-2.467598438E0,1.054756260E1,2.104487419E0
1.602759065E0,-2.410170555E0,1.056670475E1,2.065604210E0
1.604862124E0,-2.357528448E0,1.056191921E1,2.036890268E0
1.606958569E0,-2.328814745E0,1.059063339E1,1.998006940E0
1.609054740E0,-2.324028969E0,1.061934662E1,1.974078655E0
1.611161348E0,-2.290529490E0,1.067139053E1,1.925624013E0
1.613262565E0,-2.314457655E0,1.071446133E1,1.887338877E0
1.615364870E0,-2.319841623E0,1.074796104E1,1.862812400E0
1.617463035E0,-2.358126640E0,1.078146076E1,1.838884234E0
1.619565543E0,-2.396411896E0,1.078624630E1,1.838884234E0
1.621671002E0,-2.415554523E0,1.077248764E1,1.858026743E0
1.623764763E0,-2.453839540E0,1.076770210E1,1.858624935E0
1.625866122E0,-2.492124796E0,1.076770210E1,1.872981906E0
1.627963849E0,-2.544168711E0,1.077727318E1,1.882553220E0
1.630066377E0,-2.601596355E0,1.076830006E1,1.892124534E0
1.632167075E0,-2.625524759E0,1.074437141E1,1.921436548E0
1.634266960E0,-2.644667149E0,1.072522926E1,1.954936147E0
1.636366366E0,-2.673381090E0,1.069172955E1,1.969891191E0
1.638467186E0,-2.692523718E0,1.062951660E1,2.013560295E0
1.640567395E0,-2.711666346E0,1.057747269E1,2.051845312E0
1.642661644E0,-2.778665304E0,1.049611664E1,2.115255117E0
1.644771009E0,-2.821736097E0,1.045364380E1,2.144567251E0
1.646870548E0,-2.893520832E0,1.042971611E1,2.134995937E0
1.648973697E0,-2.922234535E0,1.041535854E1,2.116451740E0
1.651068199E0,-2.941975355E0,1.042074299E1,2.078166485E0
1.653158135E0,-2.937189817E0,1.042014408E1,2.082952023E0
1.655272871E0,-2.903092146E0,1.045364380E1,2.115853310E0
1.657373670E0,-2.864208698E0,1.050150013E1,2.196611166E0
