"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
7.961499250E-1,2.304489166E-1,2.596177394E-3,-2.063197345E-1
7.982548950E-1,2.121229619E-1,7.483099122E-3,-2.147191316E-1
8.003495090E-1,1.950187236E-1,1.237002108E-2,-2.231185287E-1
8.024504300E-1,1.803579628E-1,2.214386500E-2,-2.339613885E-1
8.045484330E-1,1.632537395E-1,2.458732575E-2,-2.423607856E-1
8.066491520E-1,1.485929638E-1,2.947424725E-2,-2.532036304E-1
8.087468900E-1,1.363756657E-1,3.680463135E-2,-2.591595948E-1
8.108363970E-1,1.241583601E-1,3.680463135E-2,-2.687807083E-1
8.129530150E-1,1.143845171E-1,3.451388702E-2,-2.748893499E-1
8.150527570E-1,1.058324054E-1,2.840523422E-2,-2.747366428E-1
8.171573810E-1,9.972374886E-2,2.107485011E-2,-2.759583890E-1
8.192580690E-1,9.621127695E-2,9.010262787E-3,-2.722931802E-1
8.213678200E-1,9.621127695E-2,-3.207042580E-3,-2.663372457E-1
8.234553850E-1,9.743300825E-2,-1.649336144E-2,-2.565633953E-1
8.255552190E-1,1.012509167E-1,-3.359758854E-2,-2.469422817E-1
8.276526620E-1,1.061378345E-1,-5.177082866E-2,-2.335032374E-1
8.297592080E-1,1.087340117E-1,-6.765332818E-2,-2.214386463E-1
8.318681760E-1,1.123992056E-1,-8.109235764E-2,-2.093740702E-1
8.339582340E-1,1.137736514E-1,-9.804387391E-2,-1.959350258E-1
8.360593090E-1,1.162171140E-1,-1.114829108E-1,-1.875356287E-1
8.381560700E-1,1.163698286E-1,-1.188132912E-1,-1.740965992E-1
8.402594930E-1,1.188132912E-1,-1.237002090E-1,-1.655444801E-1
8.423598460E-1,1.214094684E-1,-1.285871267E-1,-1.545489132E-1
8.444611740E-1,1.226311997E-1,-1.285871267E-1,-1.459967941E-1
8.465609260E-1,1.275181174E-1,-1.201877370E-1,-1.362229437E-1
8.486616350E-1,1.288925707E-1,-1.093448773E-1,-1.276708394E-1
8.507626260E-1,1.313360333E-1,-9.712757170E-2,-1.191187203E-1
8.528635790E-1,1.337794960E-1,-8.139779419E-2,-1.166752651E-1
8.549631180E-1,1.375973970E-1,-6.688974798E-2,-1.116356254E-1
8.570642540E-1,1.375973970E-1,-5.238169432E-2,-1.104138941E-1
8.591640970E-1,1.375973970E-1,-3.772092983E-2,-1.116356254E-1
8.612649560E-1,1.400408596E-1,-2.199114859E-2,-1.090394482E-1
8.633628470E-1,1.363756657E-1,-1.343903504E-2,-1.102611795E-1
8.654558640E-1,1.302670091E-1,-6.261368748E-3,-1.113301888E-1
8.675659620E-1,1.217148975E-1,-2.596177394E-3,-1.149953827E-1
8.696682570E-1,1.108720452E-1,1.069014193E-3,-1.185078546E-1
8.717700230E-1,9.498954564E-2,3.512475174E-3,-1.207986027E-1
8.738686960E-1,8.032877743E-2,1.221730490E-3,-1.267545372E-1
8.759700460E-1,6.093380973E-2,-0.000000000E0,-1.302670091E-1
8.780698590E-1,4.016438872E-2,-1.221730490E-3,-1.350012124E-1
8.801698140E-1,1.695151068E-2,-4.734205548E-3,-1.409571618E-1
8.822700340E-1,-6.108652335E-3,-9.621127509E-3,-1.456913650E-1
8.843710060E-1,-2.809980139E-2,-8.399397135E-3,-1.490511149E-1
8.864722340E-1,-4.871650413E-2,-7.024950348E-3,-1.525636017E-1
8.885707240E-1,-7.055493444E-2,-8.246680722E-3,-1.560760736E-1
8.906728450E-1,-8.888089657E-2,-3.359758761E-3,-1.608102769E-1
8.927729530E-1,-1.035416573E-1,1.527163084E-3,-1.655444801E-1
8.948745060E-1,-1.180497110E-1,6.414085161E-3,-1.678352207E-1
8.969719790E-1,-1.302670091E-1,1.007927675E-2,-1.676825136E-1
8.990662580E-1,-1.351539344E-1,1.374446787E-2,-1.675297916E-1
9.011757040E-1,-1.411098689E-1,2.092213556E-2,-1.650863290E-1
9.032769420E-1,-1.423316002E-1,2.703078650E-2,-1.650863290E-1
9.053786060E-1,-1.435533315E-1,3.069597855E-2,-1.624901593E-1
9.074770450E-1,-1.447750628E-1,3.543018550E-2,-1.624901593E-1
9.095778140E-1,-1.447750628E-1,4.276056588E-2,-1.612684280E-1
9.116786950E-1,-1.423316002E-1,5.131268129E-2,-1.637118906E-1
9.137791590E-1,-1.398881376E-1,5.742133409E-2,-1.637118906E-1
9.158792470E-1,-1.398881376E-1,6.704246253E-2,-1.649336219E-1
9.179799040E-1,-1.374446750E-1,7.559457421E-2,-1.649336219E-1
9.200812420E-1,-1.339322031E-1,8.170322329E-2,-1.698205322E-1
9.221809130E-1,-1.314887404E-1,8.399397135E-2,-1.698205322E-1
9.242809500E-1,-1.278235465E-1,8.643743396E-2,-1.710422635E-1
9.263800720E-1,-1.253800988E-1,8.765916526E-2,-1.722639948E-1
9.284812370E-1,-1.204931661E-1,8.643743396E-2,-1.734857261E-1
9.305806930E-1,-1.180497110E-1,8.643743396E-2,-1.710422635E-1
9.326736700E-1,-1.131627858E-1,9.010262042E-2,-1.699732542E-1
9.347842770E-1,-1.094975919E-1,9.010262042E-2,-1.663080603E-1
9.368856060E-1,-1.058324054E-1,8.888089657E-2,-1.650863290E-1
9.389879310E-1,-1.009454802E-1,8.765916526E-2,-1.589776874E-1
9.410869600E-1,-9.605856240E-2,7.910704613E-2,-1.542434692E-1
9.431876070E-1,-8.872817457E-2,7.422012836E-2,-1.469130963E-1
9.452871760E-1,-8.384125680E-2,6.811147183E-2,-1.397354305E-1
9.473873250E-1,-7.773260027E-2,6.444628537E-2,-1.324050426E-1
9.494880220E-1,-7.147123665E-2,5.711590126E-2,-1.240056455E-1
9.515873370E-1,-6.658431143E-2,5.345070735E-2,-1.166752651E-1
9.536848710E-1,-6.047565863E-2,4.734205827E-2,-1.058324054E-1
9.557899220E-1,-5.436700583E-2,4.123340547E-2,-9.850201756E-2
9.578901730E-1,-4.810563847E-2,3.023782931E-2,-8.765916526E-2
9.599917970E-1,-4.199698567E-2,2.046398632E-2,-8.048149943E-2
9.620912030E-1,-3.588833287E-2,8.399397135E-3,-7.070764899E-2
9.641893160E-1,-3.100141138E-2,-1.374446787E-3,-6.352998316E-2
9.662812760E-1,-2.611448988E-2,-9.926560335E-3,-5.742133409E-2
9.683893490E-1,-2.107485011E-2,-1.481348183E-2,-5.146539584E-2
9.704949300E-1,-1.496619824E-2,-1.603521220E-2,-4.780020565E-2
9.725973070E-1,-1.252273750E-2,-1.237002108E-2,-4.413501546E-2
9.746969260E-1,-8.857546374E-3,-9.926560335E-3,-4.291328415E-2
9.767876850E-1,-6.566801574E-3,-8.704829961E-3,-4.413501546E-2
9.788962360E-1,-2.748893574E-3,-5.192354787E-3,-4.169155285E-2
9.809954080E-1,-1.679879380E-3,9.162978968E-4,-4.535674304E-2
9.830986800E-1,-1.679879380E-3,7.024950348E-3,-4.657847434E-2
9.851979130E-1,-1.679879380E-3,1.191187184E-2,-5.024366826E-2
9.872989270E-1,-1.679879380E-3,1.802052557E-2,-5.390885845E-2
9.893990030E-1,-1.679879380E-3,2.397646010E-2,-6.001751125E-2
9.914988570E-1,-1.679879380E-3,3.130684420E-2,-6.246097013E-2
9.935990060E-1,-6.108652451E-4,3.497203439E-2,-6.490442902E-2
9.956983100E-1,-6.108652451E-4,3.741549700E-2,-6.856962293E-2
9.977995770E-1,1.832595794E-3,3.985895589E-2,-7.101308554E-2
9.998994410E-1,3.054326167E-3,4.108068720E-2,-7.223481685E-2
1.001989915E0,5.497787148E-3,3.985895589E-2,-7.101308554E-2
1.004093818E0,7.941247895E-3,4.108068720E-2,-6.734789163E-2
1.006203336E0,1.282817032E-2,3.497203439E-2,-5.879577994E-2
1.008304298E0,2.260201424E-2,2.886338346E-2,-5.528330430E-2
1.010397437E0,3.115412779E-2,2.153299935E-2,-5.665775016E-2
1.012502377E0,3.711006418E-2,1.069014147E-2,-5.787948146E-2
1.014595222E0,3.955352306E-2,2.138028387E-3,-6.291911751E-2
1.016708320E0,4.444044828E-2,3.359758761E-3,-6.658431143E-2
1.018809486E0,5.039638281E-2,2.153299935E-2,-6.780604273E-2
1.020923347E0,5.665775016E-2,3.970624134E-2,-6.414084882E-2
1.023007372E0,6.276640296E-2,6.154467165E-2,-5.925392732E-2
1.025108070E0,7.009678334E-2,7.131851465E-2,-5.192354694E-2
1.027204720E0,7.742717117E-2,6.765332818E-2,-4.337143153E-2
1.029308764E0,8.353582025E-2,5.177082866E-2,-3.619376570E-2
1.031409635E0,8.964447677E-2,3.237585723E-2,-3.145955876E-2
1.033510668E0,9.697485715E-2,1.527163107E-2,-2.428189293E-2
1.035610827E0,1.030835137E-1,-1.679879380E-3,-2.076941915E-2
1.037712156E0,1.104138941E-1,-1.145372353E-2,-1.588249579E-2
1.039811744E0,1.189660057E-1,-1.389718428E-2,-1.114829071E-2
1.041909574E0,1.250746548E-1,-7.788531948E-3,-8.704829961E-3
1.044002245E0,1.299615800E-1,-1.832595794E-3,-3.817907767E-3
1.046113320E0,1.348485053E-1,5.497787148E-3,1.069014193E-3
1.048211515E0,1.409571618E-1,1.038470957E-2,5.955935922E-3
1.050307686E0,1.459967941E-1,9.010262787E-3,1.313360315E-2
1.052412605E0,1.533271819E-1,9.010262787E-3,2.046398632E-2
1.054506071E0,1.631010175E-1,5.345070735E-3,3.008511290E-2
1.056616881E0,1.716531366E-1,-1.985311974E-3,3.726277873E-2
1.058715778E0,1.789835095E-1,-6.872233935E-3,4.581489414E-2
1.060819578E0,1.875356287E-1,-1.175915636E-2,5.299255997E-2
1.062915891E0,1.973094791E-1,-1.420261711E-2,6.032294407E-2
1.065008950E0,2.046398520E-1,-1.786780916E-2,6.505715102E-2
1.067114989E0,2.107485086E-1,-2.397646010E-2,7.116580009E-2
1.069219593E0,2.193006277E-1,-2.519819140E-2,7.467827946E-2
1.071323006E0,2.254092693E-1,-3.130684420E-2,7.712173462E-2
1.073420571E0,2.315179259E-1,-3.741549700E-2,7.941248268E-2
1.075518299E0,2.388483137E-1,-4.474587739E-2,8.048149943E-2
1.077622904E0,2.474004179E-1,-4.948008433E-2,7.925976813E-2
1.079722177E0,2.545780838E-1,-5.192354694E-2,7.544185966E-2
1.081823943E0,2.643519342E-1,-5.192354694E-2,7.177666575E-2
1.083922972E0,2.739730477E-1,-4.948008433E-2,6.795875728E-2
1.086021961E0,2.835941911E-1,-4.581489414E-2,6.062837690E-2
1.088114969E0,2.921462953E-1,-4.337143153E-2,5.558873713E-2
1.090224781E0,3.029891551E-1,-3.848451003E-2,4.703662544E-2
1.092322701E0,3.162754774E-1,-3.252857551E-2,3.833179548E-2
1.094418131E0,3.271183372E-1,-1.908953860E-2,2.977968007E-2
1.096525482E0,3.379611969E-1,-9.315694682E-3,2.122756653E-2
1.098623229E0,3.489567637E-1,5.192354787E-3,1.252273750E-2
1.100730335E0,3.610213697E-1,2.107485011E-2,2.748893574E-3
1.102828541E0,3.718642294E-1,3.558290005E-2,-5.803219974E-3
1.104931305E0,3.814853430E-1,4.780020565E-2,-1.328631863E-2
1.107026997E0,3.900374472E-1,5.986479297E-2,-2.183843218E-2
1.109121063E0,3.972151279E-1,7.208210230E-2,-3.161227703E-2
1.111230152E0,4.033237696E-1,8.429940045E-2,-3.772092983E-2
1.113330962E0,4.092797041E-1,9.514226019E-2,-4.505131021E-2
1.115433623E0,4.153883755E-1,1.036943719E-1,-4.871650413E-2
1.117531921E0,4.201225638E-1,1.133155003E-1,-5.238169432E-2
1.119630188E0,4.250094891E-1,1.182024255E-1,-5.360342562E-2
1.121723917E0,4.323398769E-1,1.230893433E-1,-5.253441259E-2
1.123833659E0,4.372268021E-1,1.243110746E-1,-5.009094998E-2
1.125932577E0,4.421137273E-1,1.255328059E-1,-4.642575979E-2
1.128035807E0,4.470006526E-1,1.253800988E-1,-3.909537569E-2
1.130134541E0,4.495968223E-1,1.266018152E-1,-3.176499158E-2
1.132232747E0,4.520402849E-1,1.217148975E-1,-2.336559631E-2
1.134336894E0,4.544837475E-1,1.192714423E-1,-1.114829071E-2
1.136437104E0,4.546364546E-1,1.131627858E-1,2.290744567E-3
1.138539541E0,4.535674453E-1,1.009454802E-1,1.817324013E-2
1.140638092E0,4.512766898E-1,8.628471941E-2,3.023782931E-2
1.142737701E0,4.502076805E-1,7.528914511E-2,4.612032697E-2
1.144840434E0,4.453207552E-1,6.444628537E-2,5.955936015E-2
1.146939738E0,4.405865669E-1,5.222897977E-2,7.299839705E-2
1.149041007E0,4.334088862E-1,4.489859566E-2,8.643743396E-2
1.151141419E0,4.237877727E-1,3.756821156E-2,9.880745411E-2
1.153245769E0,4.129449129E-1,3.390302137E-2,1.134682223E-1
1.155343140E0,4.021020532E-1,2.779436857E-2,1.282816976E-1
1.157442567E0,3.901901841E-1,2.046398632E-2,1.429424733E-1
1.159542572E0,3.793473244E-1,1.191187184E-2,1.577559561E-1
1.161643280E0,3.660610020E-1,3.359758761E-3,1.724167168E-1
1.163741527E0,3.527746797E-1,-3.970623948E-3,1.860084683E-1
1.165834474E0,3.394883573E-1,-1.252273750E-2,2.008219510E-1
1.167945629E0,3.249803185E-1,-1.618792862E-2,2.130392492E-1
1.170046061E0,3.094032407E-1,-2.596177347E-2,2.290744632E-1
1.172149801E0,2.924517393E-1,-3.436116874E-2,2.402227521E-1
1.174244172E0,2.767219543E-1,-4.657847434E-2,2.524400651E-1
1.176337037E0,2.573269904E-1,-5.879577994E-2,2.623666227E-1
1.178448284E0,2.415972054E-1,-6.963863969E-2,2.698497176E-1
1.180548493E0,2.270891517E-1,-7.452555746E-2,2.748893499E-1
1.182651744E0,2.124283910E-1,-7.574728876E-2,2.785545588E-1
1.184749381E0,2.028072625E-1,-7.452555746E-2,2.811507285E-1
1.186849336E0,1.966986060E-1,-7.330382615E-2,2.848159075E-1
1.188951092E0,1.907426715E-1,-7.208210230E-2,2.861903608E-1
1.191051372E0,1.870774776E-1,-7.208210230E-2,2.874121070E-1
1.193152549E0,1.858557463E-1,-7.330382615E-2,2.886338234E-1
1.195252707E0,1.870774776E-1,-7.696902007E-2,2.898555696E-1
1.197353131E0,1.907426715E-1,-8.552113175E-2,2.909245789E-1
1.199453665E0,1.931861341E-1,-9.880745411E-2,2.945897579E-1
1.201551353E0,1.956295967E-1,-1.157589629E-1,2.968805134E-1
1.203644635E0,1.992947906E-1,-1.365283877E-1,2.993239760E-1
1.205756105E0,1.980730593E-1,-1.583668143E-1,3.028364480E-1
1.207853223E0,1.956295967E-1,-1.850921661E-1,3.052799106E-1
1.209949199E0,1.907426715E-1,-2.092213482E-1,3.075706363E-1
1.212057639E0,1.821905524E-1,-2.322815061E-1,3.087923825E-1
1.214157809E0,1.736384481E-1,-2.602286041E-1,3.075706363E-1
1.216260206E0,1.591303945E-1,-2.881756723E-1,3.087923825E-1
1.218358208E0,1.456913650E-1,-3.171917796E-1,3.112358451E-1
1.220459637E0,1.324050426E-1,-3.439171314E-1,3.112358451E-1
1.222561047E0,1.189660057E-1,-3.694207668E-1,3.124575615E-1
1.224660026E0,1.055269688E-1,-3.949243724E-1,3.100140989E-1
1.226760419E0,9.330966324E-2,-4.143193662E-1,3.100140989E-1
1.228863721E0,8.124507964E-2,-4.324925840E-1,3.077233732E-1
1.230973727E0,6.902777404E-2,-4.482223690E-1,3.028364480E-1
1.233062624E0,5.314527452E-2,-4.578435123E-1,2.979495227E-1
1.235162753E0,3.726277873E-2,-4.651738703E-1,2.932153046E-1
1.237258080E0,2.015855350E-2,-4.699080884E-1,2.848159075E-1
1.239354973E0,1.832595794E-3,-4.711298347E-1,2.751947939E-1
1.241462598E0,-1.771509275E-2,-4.721988440E-1,2.655736506E-1
1.243555179E0,-3.955352306E-2,-4.770857692E-1,2.559525371E-1
1.245666151E0,-5.803219974E-2,-4.891503453E-1,2.426662147E-1
1.247764876E0,-7.880161703E-2,-5.059491396E-1,2.293798923E-1
1.249869652E0,-9.834930301E-2,-5.265658498E-1,2.159408629E-1
1.251967451E0,-1.178969890E-1,-5.531384945E-1,2.014328092E-1
1.254068006E0,-1.362229437E-1,-5.821545720E-1,1.867720485E-1
1.256169996E0,-1.559233516E-1,-6.125451326E-1,1.733330190E-1
1.258269280E0,-1.766927689E-1,-6.391177773E-1,1.539380401E-1
1.260369540E0,-1.962404549E-1,-6.644686460E-1,1.380555481E-1
1.262467512E0,-2.183843255E-1,-6.873761415E-1,1.174388453E-1
1.264562615E0,-2.391537428E-1,-7.104362845E-1,9.911288321E-2
1.266671746E0,-2.588541508E-1,-7.345654368E-1,7.605272532E-2
1.268772098E0,-2.809980214E-1,-7.586946487E-1,5.543602258E-2
1.270874423E0,-3.029891551E-1,-7.852672935E-1,3.588833287E-2
1.272973890E0,-3.214678466E-1,-8.130616546E-1,1.634064503E-2
1.275071221E0,-3.385720551E-1,-8.422304392E-1,3.054326167E-3
1.277163893E0,-3.520110846E-1,-8.749117255E-1,-1.053742506E-2
1.279275161E0,-3.619376719E-1,-9.112582207E-1,-1.786780916E-2
1.281374667E0,-3.680463135E-1,-9.537133574E-1,-1.924225502E-2
1.283478071E0,-3.729332387E-1,-1.004720569E0,-2.183843218E-2
1.285573602E0,-3.741549551E-1,-1.055575132E0,-1.954768784E-2
1.287666701E0,-3.753767014E-1,-1.109025836E0,-1.740965992E-2
1.289778141E0,-3.778201640E-1,-1.162323833E0,-1.756237634E-2
1.291877455E0,-3.790418804E-1,-1.215774536E0,-1.649336144E-2
1.293980921E0,-3.816380501E-1,-1.265560031E0,-1.542434748E-2
1.296077295E0,-3.840815127E-1,-1.315345645E0,-1.450804994E-2
1.298171432E0,-3.865249753E-1,-1.363756657E0,-1.710422710E-2
1.300280124E0,-3.926336467E-1,-1.404990077E0,-1.603521220E-2
1.302380365E0,-3.999640048E-1,-1.440267563E0,-1.970040426E-2
1.304483647E0,-4.060726762E-1,-1.475392342E0,-2.229658142E-2
1.306582982E0,-4.121813178E-1,-1.499674201E0,-2.962696366E-2
1.308684311E0,-4.159992337E-1,-1.515403986E0,-4.062253982E-2
1.310783248E0,-4.185954034E-1,-1.528690219E0,-5.528330430E-2
1.312883030E0,-4.224133193E-1,-1.540754914E0,-7.131851465E-2
1.314981501E0,-4.250094891E-1,-1.549154282E0,-9.086620808E-2
1.317082534E0,-4.263839424E-1,-1.556331873E0,-1.140790880E-1
1.319180863E0,-4.277583957E-1,-1.563509583E0,-1.385136992E-1
1.321275710E0,-4.305072725E-1,-1.573130727E0,-1.641700417E-1
1.323387436E0,-4.392121136E-1,-1.580308437E0,-1.873829067E-1
1.325486750E0,-4.491386712E-1,-1.585042596E0,-2.141082734E-1
1.327589514E0,-4.615086913E-1,-1.593441963E0,-2.409863323E-1
1.329684412E0,-4.775438905E-1,-1.605506539E0,-2.689334154E-1
1.331777165E0,-4.960225821E-1,-1.619861960E0,-2.982549667E-1
1.333889440E0,-5.108360648E-1,-1.637882471E0,-3.274237812E-1
1.335989293E0,-5.305364728E-1,-1.664455056E0,-3.579670191E-1
1.338092758E0,-5.502368808E-1,-1.691027761E0,-3.860668242E-1
1.340191411E0,-5.687155724E-1,-1.717600346E0,-4.127921760E-1
1.342291366E0,-5.884159207E-1,-1.749059916E0,-4.372268021E-1
1.344392044E0,-6.068946123E-1,-1.780519485E0,-4.555527568E-1
1.346492691E0,-6.227771044E-1,-1.810757279E0,-4.763221741E-1
1.348592362E0,-6.327036619E-1,-1.839773417E0,-4.909829497E-1
1.350694667E0,-6.414085031E-1,-1.867720485E0,-5.068654418E-1
1.352799861E0,-6.450737119E-1,-1.894293070E0,-5.180137157E-1
1.354894863E0,-6.403394938E-1,-1.923461914E0,-5.316054821E-1
1.356995632E0,-6.307183504E-1,-1.948812842E0,-5.415320396E-1
1.359093807E0,-6.149885654E-1,-1.970651269E0,-5.516113043E-1
1.361196141E0,-5.969680548E-1,-1.990046263E0,-5.603161454E-1
1.363293585E0,-5.775730610E-1,-2.011884689E0,-5.679519773E-1
1.365386653E0,-5.545129180E-1,-2.030057907E0,-5.719226003E-1
1.367497453E0,-5.290092826E-1,-2.044718742E0,-5.795583725E-1
1.369598161E0,-5.059491396E-1,-2.053117990E0,-5.809328556E-1
1.371701951E0,-4.816672504E-1,-2.056783199E0,-5.824599862E-1
1.373796586E0,-4.586070776E-1,-2.052049160E0,-5.813909769E-1
1.375885494E0,-4.341724813E-1,-2.042275190E0,-5.791002512E-1
1.377999121E0,-4.123340547E-1,-2.026545525E0,-5.743660331E-1
1.380100653E0,-3.891211748E-1,-2.009593964E0,-5.696318150E-1
1.382204718E0,-3.648392558E-1,-1.996307611E0,-5.636758804E-1
1.384299587E0,-3.404046595E-1,-1.984243035E0,-5.589417219E-1
1.386392717E0,-3.184134960E-1,-1.973400116E0,-5.542075038E-1
1.388503913E0,-2.965750694E-1,-1.972178459E0,-5.458080769E-1
1.390604478E0,-2.794708610E-1,-1.981952310E0,-5.424483418E-1
1.392706713E0,-2.648100853E-1,-1.994169593E0,-5.364924073E-1
1.394805030E0,-2.515237629E-1,-2.009899378E0,-5.329799056E-1
1.396904354E0,-2.429716438E-1,-2.032959461E0,-5.270239711E-1
1.399003618E0,-2.356412709E-1,-2.062128305E0,-5.198463202E-1
1.401106126E0,-2.319760770E-1,-2.087631941E0,-5.126686692E-1
1.403206814E0,-2.257147133E-1,-2.105957985E0,-5.018258095E-1
1.405308173E0,-2.196060568E-1,-2.121687651E0,-4.922046661E-1
1.407406857E0,-2.134974003E-1,-2.131461620E0,-4.787656367E-1
1.409500494E0,-2.011273801E-1,-2.134057760E0,-4.654793143E-1
1.411609361E0,-1.876883507E-1,-2.130392551E0,-4.497495294E-1
1.413710863E0,-1.693623960E-1,-2.126880169E0,-4.327980280E-1
1.415812426E0,-1.447750628E-1,-2.123367548E0,-4.121813178E-1
1.417911699E0,-1.154535338E-1,-2.124742031E0,-3.904955983E-1
1.420015021E0,-8.246681094E-2,-2.129628897E0,-3.675881624E-1
1.422112434E0,-4.337143153E-2,-2.138333797E0,-3.422372639E-1
1.424213284E0,6.108652451E-4,-2.149329424E0,-3.207042515E-1
1.426311826E0,4.688390717E-2,-2.161546707E0,-2.979495227E-1
1.428411060E0,9.575312585E-2,-2.173916578E0,-2.776382565E-1
1.430504789E0,1.444696337E-1,-2.188577414E0,-2.623666227E-1
1.432614784E0,1.944078654E-1,-2.200794697E0,-2.481640130E-1
1.434713692E0,2.443460971E-1,-2.215455532E0,-2.364048511E-1
1.436817858E0,2.929098904E-1,-2.226451159E0,-2.295326144E-1
1.438916257E0,3.391829133E-1,-2.232559681E0,-2.226603776E-1
1.441015602E0,3.830125034E-1,-2.237446785E0,-2.194533348E-1
1.443106921E0,4.243986309E-1,-2.231490850E0,-2.197587788E-1
1.445216449E0,4.668537676E-1,-2.221716881E0,-2.200642079E-1
1.447316516E0,5.057964325E-1,-2.199878454E0,-2.240348309E-1
1.449420153E0,5.421429276E-1,-2.178192854E0,-2.292271852E-1
1.451522886E0,5.798638463E-1,-2.147802114E0,-2.367102802E-1
1.453633197E0,6.149885654E-1,-2.116189957E0,-2.441933751E-1
1.455721230E0,6.466008425E-1,-2.081065178E0,-2.516764700E-1
1.457822091E0,6.757696867E-1,-2.042275190E0,-2.591595948E-1
1.459918383E0,7.012733221E-1,-2.008219481E0,-2.640464902E-1
1.462022469E0,7.243334651E-1,-1.973094702E0,-2.703078687E-1
1.464123106E0,7.377725244E-1,-1.941482425E0,-2.727513313E-1
1.466224068E0,7.449501753E-1,-1.913688064E0,-2.762638032E-1
1.468324461E0,7.449501753E-1,-1.886962771E0,-2.787072659E-1
1.470424303E0,7.437284589E-1,-1.861459136E0,-2.809980214E-1
1.472523425E0,7.353290319E-1,-1.839620709E0,-2.808452845E-1
1.474618224E0,7.231117487E-1,-1.821447492E0,-2.843577862E-1
1.476721017E0,7.061602473E-1,-1.803121448E0,-2.852740586E-1
1.478827371E0,6.890559793E-1,-1.793500304E0,-2.851213515E-1
1.480930032E0,6.757696867E-1,-1.783726573E0,-2.825251818E-1
1.483028909E0,6.623306274E-1,-1.772730947E0,-2.823724449E-1
1.485125558E0,6.527095437E-1,-1.761888027E0,-2.785545588E-1
1.487218230E0,6.443101168E-1,-1.744936585E0,-2.759583890E-1
1.489329609E0,6.382014751E-1,-1.725388885E0,-2.758056521E-1
1.491430866E0,6.333145499E-1,-1.697594523E0,-2.756529450E-1
1.493533059E0,6.296493411E-1,-1.676977873E0,-2.755002379E-1
1.495630869E0,6.259841323E-1,-1.654986620E0,-2.814561725E-1
1.497729197E0,6.259841323E-1,-1.629482985E0,-2.900082767E-1
1.499830230E0,6.270532012E-1,-1.602757692E0,-3.020728528E-1
1.501920185E0,6.331618428E-1,-1.574810624E0,-3.167336285E-1
1.504023650E0,6.403394938E-1,-1.540754914E0,-3.300199509E-1
1.506132771E0,6.522513628E-1,-1.506851792E0,-3.483459055E-1
1.508236714E0,6.692028642E-1,-1.472796082E0,-3.642283976E-1
1.510338083E0,6.898195744E-1,-1.442405581E0,-3.827070892E-1
1.512433084E0,7.127270103E-1,-1.414458513E0,-3.985895813E-1
1.514523660E0,7.392996550E-1,-1.390176535E0,-4.182899892E-1
1.516623870E0,7.672467232E-1,-1.374294043E0,-4.343251884E-1
1.518725260E0,7.962628603E-1,-1.362229466E0,-4.529565871E-1
1.520830210E0,8.277224302E-1,-1.357342601E0,-4.677700698E-1
1.522941548E0,8.616254330E-1,-1.354899168E0,-4.815145433E-1
1.525042043E0,8.967501521E-1,-1.354899168E0,-4.903720617E-1
1.527141835E0,9.332493544E-1,-1.357342601E0,-4.957171381E-1
1.529241343E0,9.697485566E-1,-1.356120825E0,-4.960225821E-1
1.531345580E0,1.009760261E0,-1.354899168E0,-4.914411008E-1
1.533441427E0,1.050077319E0,-1.353830099E0,-4.783074856E-1
1.535541484E0,1.093906879E0,-1.346652389E0,-4.616613984E-1
1.537640931E0,1.137889266E0,-1.333366156E0,-4.411974251E-1
1.539740173E0,1.181871533E0,-1.319010735E0,-4.231768847E-1
1.541834025E0,1.219592452E0,-1.304502726E0,-4.063780904E-1
1.543944122E0,1.256244421E0,-1.291216373E0,-3.895792961E-1
1.546044474E0,1.285565853E0,-1.275639296E0,-3.714060783E-1
1.548148193E0,1.310000539E0,-1.259909511E0,-3.556762934E-1
1.550245727E0,1.328479171E0,-1.244179845E0,-3.387247920E-1
1.552345958E0,1.343140006E0,-1.226159215E0,-3.203988075E-1
1.554446524E0,1.350623012E0,-1.209207773E0,-3.081815243E-1
1.556547160E0,1.354288220E0,-1.200808406E0,-2.947424948E-1
1.558649018E0,1.355662704E0,-1.176526427E0,-2.787072659E-1
1.560747996E0,1.353524685E0,-1.147510409E0,-2.577851415E-1
1.562844574E0,1.345125318E0,-1.119563222E0,-2.393064648E-1
1.564931031E0,1.337947607E0,-1.102764487E0,-2.232712507E-1
1.567040701E0,1.329548240E0,-1.077260852E0,-2.096794993E-1
1.569140351E0,1.321301579E0,-1.045801282E0,-1.947132945E-1
1.571255330E0,1.310458660E0,-1.016632438E0,-1.872301996E-1
1.573352194E0,1.300837517E0,-9.863946438E-1,-1.785253733E-1
1.575451580E0,1.287398458E0,-9.596692920E-1,-1.745547503E-1
1.577553020E0,1.275333881E0,-9.390525818E-1,-1.682933718E-1
